Name,Score,Genres,Type,Episodes,Rating,Producers,Studios,Source,Duration,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format
GR: Giant Robo,6.43,"Adventure, Mecha, Military, Sci-Fi, Shounen",TV,13,PG-13 - Teens 13 or older,Soft Garage,A.C.G.T.,Manga,25 min. per ep.,25,PG-13,Sci-Fi,Soft Garage,A.C.G.T.
Down Load: Namu Amida Butsu wa Ai no Uta,5.78,"Action, Adventure, Psychological, Sci-Fi",OVA,1,PG-13 - Teens 13 or older,NEC Avenue,Madhouse,Original,47 min.,47,PG-13,Action,NEC Avenue,Madhouse
Kagaku Ninja-tai Gatchaman (Movie),6.11,"Action, Adventure, Sci-Fi, Shounen",Movie,1,PG-13 - Teens 13 or older,"Imagi, Toshiba Entertainment",Tatsunoko Production,Manga,1 hr. 51 min.,111,PG-13,Action,Toshiba Entertainment,Tatsunoko Production
Gatchaman,6.42,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,3,PG-13 - Teens 13 or older,Nippon Columbia,Tatsunoko Production,Manga,47 min. per ep.,47,PG-13,Action,Nippon Columbia,Tatsunoko Production
Hidamari Sketch Specials,7.54,"Slice of Life, Comedy, School, Seinen",Special,2,PG-13 - Teens 13 or older,Lantis,Shaft,Manga,24 min. per ep.,24,PG-13,Comedy,Lantis,Shaft
Ayakashi,6.36,"Action, Sci-Fi, Horror, Fantasy",TV,12,R - 17+ (violence & profanity),"Media Factory, AT-X, Enoki Films, 5pb.",Tokyo Kids,Novel,23 min. per ep.,23,R,Action,AT-X,Tokyo Kids
Eve no Jikan,8.08,"Sci-Fi, Slice of Life",ONA,6,PG-13 - Teens 13 or older,"Directions, Code, Trick Block",Studio Rikka,Original,18 min. per ep.,18,PG-13,Sci-Fi,Directions,Studio Rikka
Ryoujoku Hitozuma Onsen,6.52,Hentai,OVA,2,Rx - Hentai,Milky Animation Label,Kazuki Production,Novel,30 min. per ep.,30,R+,Hentai,Milky Animation Label,Kazuki Production
Sola Specials,6.95,"Comedy, Romance, Slice of Life, Supernatural",Special,2,PG-13 - Teens 13 or older,Bandai Visual,Nomad,Manga,24 min. per ep.,24,PG-13,Comedy,Bandai Visual,Nomad
Nessa no Haou Gandalla,5.92,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,26,PG-13 - Teens 13 or older,Big West,Production Reed,Original,22 min. per ep.,22,PG-13,Fantasy,Big West,Production Reed
Massugu ni Ikou. 2nd Season,6.62,"Comedy, Josei, Romance, Slice of Life",TV,5,PG - Children,Yomiuri Telecasting,Yumeta Company,Manga,22 min. per ep.,22,PG-13,Comedy,Yomiuri Telecasting,Yumeta Company
Sekai Meisaku Douwa: Hakuchou no Mizuumi,7.01,"Drama, Romance, Fantasy",Movie,1,G - All Ages,Toei Video,Toei Animation,Manga,1 hr. 15 min.,75,G,Fantasy,Toei Video,Toei Animation
Tobira wo Akete,5.8,"Action, Sci-Fi, Adventure, Fantasy",Movie,1,PG-13 - Teens 13 or older,Kitty Films,Magic Bus,Novel,1 hr. 21 min.,81,PG-13,Action,Kitty Films,Magic Bus
Asobot Senki Gokuu,6.62,"Action, Sci-Fi, Adventure, Comedy, Shounen",TV,52,PG-13 - Teens 13 or older,TV Tokyo,Studio Egg,Manga,23 min. per ep.,23,PG-13,Comedy,TV Tokyo,Studio Egg
Ningyohime Marina no Bouken,6.29,"Drama, Fantasy, Kids, Romance",TV,26,G - All Ages,Fuji TV,Telescreen,Manga,22 min. per ep.,22,G,Fantasy,Fuji TV,Telescreen
Wakakusa no Charlotte,6.75,"Drama, Historical, Kids, Shoujo, Slice of Life",TV,30,G - All Ages,TV Asahi,Nippon Animation,Manga,25 min. per ep.,25,G,Drama,TV Asahi,Nippon Animation
Ikoku Irokoi Romantan,7.01,"Comedy, Romance, Yaoi",OVA,2,R+ - Mild Nudity,"ANIK, On-Lead",PrimeTime,Manga,27 min. per ep.,27,R+,Comedy,On-Lead,PrimeTime
Otenki Oneesan,5.52,"Comedy, Hentai, Yuri",OVA,2,Rx - Hentai,OB Planning,Pastel,Manga,43 min. per ep.,43,R+,Comedy,OB Planning,Pastel
Ganbare Genki,7.33,"Action, Comedy, Shounen, Sports",TV,35,PG-13 - Teens 13 or older,Fuji TV,Toei Animation,Manga,23 min. per ep.,23,PG-13,Comedy,Fuji TV,Toei Animation
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,6.03,"Action, Adventure, Super Power",OVA,1,G - All Ages,Shueisha,J.C.Staff,Original,47 min.,47,G,Action,Shueisha,J.C.Staff
Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,7.11,"Sci-Fi, Slice of Life, Comedy, School",Special,1,G - All Ages,Starchild Records,ufotable,Original,24 min.,24,G,Comedy,Starchild Records,ufotable
Kiddy Grade: Maelstrom,7.11,"Action, Mecha, Sci-Fi, Super Power",Movie,1,PG-13 - Teens 13 or older,gimik,"Gonzo, Asread",Original,1 hr. 35 min.,95,PG-13,Action,gimik,Gonzo
Kiddy Grade: Truth Dawn,7.13,"Action, Mecha, Sci-Fi, Super Power",Movie,1,PG-13 - Teens 13 or older,"Kadokawa Shoten, gimik","Gonzo, Asread",Original,1 hr. 30 min.,90,PG-13,Action,Kadokawa Shoten,Gonzo
Minami-ke Okawari,7.35,"Comedy, School, Slice of Life",TV,13,PG-13 - Teens 13 or older,"Starchild Records, Magic Capsule, TV Tokyo Music",Asread,Manga,24 min. per ep.,24,PG-13,Comedy,Starchild Records,Asread
Major S4,8.24,"Comedy, Drama, Shounen, Sports",TV,26,PG-13 - Teens 13 or older,NHK,SynergySP,Manga,24 min. per ep.,24,PG-13,Comedy,NHK,SynergySP
Zoku Sayonara Zetsubou Sensei,7.93,"Comedy, Parody, School, Shounen",TV,13,R - 17+ (violence & profanity),Starchild Records,Shaft,Manga,25 min. per ep.,25,R,Comedy,Starchild Records,Shaft
Kimi ga Aruji de Shitsuji ga Ore de,7.18,"Comedy, Ecchi, Harem, Parody, Romance",TV,13,R+ - Mild Nudity,"Lantis, Studio Jack, Good Smile Company",A.C.G.T.,Novel,25 min. per ep.,25,R+,Comedy,Lantis,A.C.G.T.
Druaga no Tou: The Aegis of Uruk,7.19,"Adventure, Comedy, Fantasy",TV,12,PG-13 - Teens 13 or older,"Dentsu, Sotsu Music Publishing",Gonzo,Game,25 min. per ep.,25,PG-13,Comedy,Dentsu,Gonzo
Gunslinger Girl: Il Teatrino,7.16,"Action, Drama, Military, Sci-Fi",TV,13,R - 17+ (violence & profanity),Marvelous,Artland,Manga,25 min. per ep.,25,R,Action,Marvelous,Artland
Bannou Bunka Neko-Musume Specials,6.43,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",Special,2,PG-13 - Teens 13 or older,Movic,Production Reed,Manga,23 min. per ep.,23,PG-13,Comedy,Movic,Production Reed
Cream Lemon,6.28,"Parody, Fantasy, Comedy, Romance, Hentai, Drama, Sci-Fi, Yuri",OVA,38,Rx - Hentai,"AIC, Pony Canyon, Fairy Dust",APPP,Original,26 min. per ep.,26,R+,Comedy,Pony Canyon,APPP
Kindaichi Shounen no Jikenbo Specials,7.27,"Mystery, Shounen",Special,2,PG-13 - Teens 13 or older,"Dentsu, Magic Bus, YTV",Toei Animation,Manga,48 min. per ep.,48,PG-13,Shounen,Dentsu,Toei Animation
Hatara Kids Mai Ham Gumi,5.0,"Action, Kids",TV,50,PG - Children,TV Asahi,Toei Animation,Original,25 min. per ep.,25,PG-13,Action,TV Asahi,Toei Animation
Soukou Kihei Votoms: Pailsen Files,7.28,"Mecha, Military, Sci-Fi, Space",OVA,12,R - 17+ (violence & profanity),Sunrise,The Answer Studio,Original,25 min. per ep.,25,R,Sci-Fi,Sunrise,The Answer Studio
Lily C.A.T.,5.91,"Space, Horror, Sci-Fi",Movie,1,PG-13 - Teens 13 or older,Victor Entertainment,Studio Pierrot,Original,1 hr. 7 min.,67,PG-13,Sci-Fi,Victor Entertainment,Studio Pierrot
.hack//G.U. Trilogy,7.14,"Action, Fantasy, Game, Sci-Fi",Movie,1,PG-13 - Teens 13 or older,Bandai Visual,CyberConnect2,Game,1 hr. 33 min.,93,PG-13,Action,Bandai Visual,CyberConnect2
IGPX: Immortal Grand Prix (2005),7.12,"Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13,PG-13 - Teens 13 or older,Bandai Visual,Production I.G,Original,23 min. per ep.,23,PG-13,Sci-Fi,Bandai Visual,Production I.G
Bakutou Sengen Daigunder,6.67,"Sci-Fi, Adventure, Mecha",TV,39,PG - Children,"TV Tokyo, Victor Entertainment",Nippon Animation,Original,21 min. per ep.,21,PG-13,Sci-Fi,TV Tokyo,Nippon Animation
Kinnikuman,7.22,"Adventure, Comedy, Sports, Shounen",TV,137,PG-13 - Teens 13 or older,Nippon Television Network,Toei Animation,Manga,24 min. per ep.,24,PG-13,Comedy,Nippon Television Network,Toei Animation
Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.71,"Action, Comedy, Sports, Shounen",TV,46,PG-13 - Teens 13 or older,Nippon Television Network,Toei Animation,Manga,24 min. per ep.,24,PG-13,Comedy,Nippon Television Network,Toei Animation
Gundam Evolve,6.63,"Action, Military, Space, Mecha",OVA,15,PG-13 - Teens 13 or older,Sotsu,Sunrise,Original,7 min. per ep.,7,PG-13,Action,Sotsu,Sunrise
Vampiyan Kids,5.0,"Fantasy, Comedy, Kids",TV,23,G - All Ages,Fuji TV,Production I.G,Original,23 min. per ep.,23,G,Comedy,Fuji TV,Production I.G
Aria the Origination,8.53,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV,13,G - All Ages,"TV Tokyo, Shochiku, Mag Garden",Hal Film Maker,Manga,24 min. per ep.,24,G,Fantasy,TV Tokyo,Hal Film Maker
Hatenkou Yuugi,7.16,"Adventure, Comedy, Drama, Romance, Fantasy, Josei",TV,10,PG-13 - Teens 13 or older,"Frontier Works, Sotsu",Studio Deen,Manga,24 min. per ep.,24,PG-13,Comedy,Sotsu,Studio Deen
H2O: Footprints in the Sand,7.06,"Harem, Romance, School",TV,12,PG-13 - Teens 13 or older,"NTT Docomo, Studio Jack",Zexcs,Novel,24 min. per ep.,24,PG-13,Romance,Studio Jack,Zexcs
Muteki Koujin Daitarn 3,7.08,"Mecha, Sci-Fi",TV,40,PG - Children,Sotsu,Sunrise,Original,25 min. per ep.,25,PG-13,Sci-Fi,Sotsu,Sunrise
Dr. Slump,7.0,"Slice of Life, Comedy, Sci-Fi, Shounen",TV,74,PG-13 - Teens 13 or older,Fuji TV,Toei Animation,Manga,25 min. per ep.,25,PG-13,Comedy,Fuji TV,Toei Animation
Montana Jones,6.91,"Adventure, Mystery, Comedy, Historical",TV,52,G - All Ages,NHK,Studio Junio,Original,23 min. per ep.,23,G,Comedy,NHK,Studio Junio
Kikou Keisatsu Metal Jack,6.28,"Action, Sci-Fi, Police, Mecha",TV,37,PG-13 - Teens 13 or older,TV Tokyo,Sunrise,Original,23 min. per ep.,23,PG-13,Action,TV Tokyo,Sunrise
Kimi ga Nozomu Eien: Next Season,6.95,"Drama, Romance",OVA,4,PG-13 - Teens 13 or older,Age,Brain's Base,Novel,29 min. per ep.,29,PG-13,Drama,Age,Brain's Base
Wagaya no Oinari-sama.,7.22,"Adventure, Fantasy, Shounen, Supernatural",TV,24,PG-13 - Teens 13 or older,"Kadokawa Shoten, NTT Docomo",Zexcs,Novel,24 min. per ep.,24,PG-13,Fantasy,Kadokawa Shoten,Zexcs
Kite Liberator,6.34,"Action, Sci-Fi, Drama",OVA,1,R+ - Mild Nudity,"Lantis, Happinet Pictures",Arms,Original,58 min.,58,R+,Action,Lantis,Arms
Yuusha Exkaiser,6.53,"Action, Mecha, Sci-Fi, Shounen",TV,48,G - All Ages,Nagoya Broadcasting Network,Sunrise,Original,24 min. per ep.,24,G,Action,Nagoya Broadcasting Network,Sunrise
Inaka Isha,6.71,"Dementia, Drama, Historical, Psychological",Movie,1,PG-13 - Teens 13 or older,"Shochiku, Yamamura Animation, Inc.",Studio Deen,Manga,21 min.,21,PG-13,Drama,Shochiku,Studio Deen
School Days: Magical Heart Kokoro-chan,5.62,"Comedy, Parody, Magic, Ecchi",OVA,1,R+ - Mild Nudity,"Avex Entertainment, Marvelous, Lantis, Pony Canyon",TNK,Novel,25 min.,25,R+,Comedy,Lantis,TNK
Izumo (2003),6.09,"Adventure, Fantasy, Comedy, Hentai",OVA,5,Rx - Hentai,Milky Animation Label,Studio Jam,Novel,30 min. per ep.,30,R+,Comedy,Milky Animation Label,Studio Jam
Haikara-san ga Tooru,7.16,"Drama, Historical, Romance, Shoujo, Slice of Life",TV,42,PG-13 - Teens 13 or older,Asahi Broadcasting,Nippon Animation,Manga,24 min. per ep.,24,PG-13,Drama,Asahi Broadcasting,Nippon Animation
Mnemosyne: Mnemosyne no Musume-tachi,7.32,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,R+ - Mild Nudity,"VAP, Sotsu, Genco, AT-X, Showgate",Xebec,Original,45 min. per ep.,45,R+,Action,Sotsu,Xebec
Kiddy GiRL-AND,6.88,"Action, Comedy, Sci-Fi, Super Power",TV,24,PG-13 - Teens 13 or older,"Kadokawa Shoten, gimik",Satelight,Original,25 min. per ep.,25,PG-13,Comedy,Kadokawa Shoten,Satelight
Zombie-Loan Specials,7.05,"Action, Horror, Supernatural, Shounen",Special,2,PG-13 - Teens 13 or older,Nihon Ad Systems,Xebec,Manga,23 min. per ep.,23,PG-13,Action,Nihon Ad Systems,Xebec
Kure-nai,7.38,"Comedy, Drama, Martial Arts",TV,12,PG-13 - Teens 13 or older,"Yomiko Advertising, Pony Canyon, Half H.P Studio, Shueisha",Brain's Base,Novel,25 min. per ep.,25,PG-13,Comedy,Pony Canyon,Brain's Base
Amatsuki,6.92,"Action, Demons, Fantasy, Historical, Shoujo, Supernatural",TV,13,PG-13 - Teens 13 or older,"Frontier Works, Sotsu",Studio Deen,Manga,23 min. per ep.,23,PG-13,Action,Sotsu,Studio Deen
UFO Senshi Dai Apolon,6.13,"Action, Sci-Fi, Mecha",TV,26,PG-13 - Teens 13 or older,TBS,"Eiken, Studio Live",Original,24 min. per ep.,24,PG-13,Action,TBS,Eiken
Oshare Majo Love and Berry: Shiawase no Mahou,5.0,Magic,Movie,1,PG - Children,Sega,TMS Entertainment,Game,51 min.,51,PG-13,Magic,Sega,TMS Entertainment
RD Sennou Chousashitsu,7.13,"Action, Sci-Fi",TV,26,R - 17+ (violence & profanity),"VAP, Nippon Television Network, D.N. Dream Partners",Production I.G,Original,22 min. per ep.,22,R,Action,VAP,Production I.G
Persona: Trinity Soul,6.58,"Action, Sci-Fi, Super Power",TV,26,PG-13 - Teens 13 or older,Aniplex,A-1 Pictures,Original,23 min. per ep.,23,PG-13,Action,Aniplex,A-1 Pictures
Shoubushi Densetsu Tetsuya,7.52,"Game, Historical, Shounen",TV,20,R - 17+ (violence & profanity),"TV Asahi, Toei Video",Toei Animation,Manga,23 min. per ep.,23,R,Shounen,TV Asahi,Toei Animation
Ginga Eiyuu Densetsu Gaiden,8.15,"Action, Military, Sci-Fi, Space, Drama",OVA,24,R+ - Mild Nudity,"Kitty Films, Tokuma Shoten","Artland, Magic Bus",Novel,26 min. per ep.,26,R+,Action,Tokuma Shoten,Artland
Kirepapa.,6.7,"Comedy, Drama, Romance, Yaoi",OVA,2,R+ - Mild Nudity,"ANIK, PrimeTime, On-Lead",A.C.G.T.,Manga,29 min. per ep.,29,R+,Comedy,On-Lead,A.C.G.T.
Mi-da-ra,5.68,Hentai,OVA,3,Rx - Hentai,Milky Animation Label,Studio Jam,Manga,30 min. per ep.,30,R+,Hentai,Milky Animation Label,Studio Jam
Bus Gamer,6.54,Action,TV,3,PG-13 - Teens 13 or older,"Frontier Works, Sotsu, Studio Izena",Anpro,Manga,23 min. per ep.,23,PG-13,Action,Sotsu,Anpro
Hoshi no Umi no Amuri,5.81,"Sci-Fi, Adventure, Fantasy",OVA,3,PG-13 - Teens 13 or older,Bandai Visual,Studio Hibari,Original,30 min. per ep.,30,PG-13,Fantasy,Bandai Visual,Studio Hibari
Maicching Machiko-sensei,6.22,"Comedy, Ecchi, School",TV,95,R+ - Mild Nudity,TV Tokyo,Studio Pierrot,Manga,25 min. per ep.,25,R+,Comedy,TV Tokyo,Studio Pierrot
Shin Hurricane Polymar,5.88,"Action, Martial Arts, Super Power, Sci-Fi",OVA,2,R+ - Mild Nudity,"Nihon Ad Systems, Nippon Columbia, Audio Tanaka","J.C.Staff, Tatsunoko Production",Manga,30 min. per ep.,30,R+,Action,Nihon Ad Systems,J.C.Staff
Blassreiter,6.94,"Action, Sci-Fi",TV,24,R - 17+ (violence & profanity),"Nitroplus, Sotsu Music Publishing",Gonzo,Original,23 min. per ep.,23,R,Action,Nitroplus,Gonzo
Jungle no Ouja Taa-chan,7.01,"Action, Comedy, Parody",TV,50,R+ - Mild Nudity,TV Tokyo,Group TAC,Manga,24 min. per ep.,24,R+,Comedy,TV Tokyo,Group TAC
Sumomomo Momomo: Chijou Saikyou no Yome Specials,6.94,"Comedy, Ecchi, Martial Arts, Romance",Special,2,PG-13 - Teens 13 or older,Square Enix,Studio Hibari,Manga,23 min. per ep.,23,PG-13,Comedy,Square Enix,Studio Hibari
Shigofumi,7.49,"Drama, Fantasy, Psychological, Supernatural, Thriller",TV,12,R - 17+ (violence & profanity),"Bandai Visual, Genco, Lantis, Rakuonsha",J.C.Staff,Original,24 min. per ep.,24,R,Fantasy,Lantis,J.C.Staff
Kodomo no Omocha,7.12,"Comedy, Drama, School, Shoujo",OVA,1,PG - Children,Shueisha,J.C.Staff,Manga,30 min.,30,PG-13,Comedy,Shueisha,J.C.Staff
Donburi Kazoku,5.93,Hentai,OVA,2,Rx - Hentai,Digital Works,Y.O.U.C,Original,30 min. per ep.,30,R+,Hentai,Digital Works,Y.O.U.C
Hey! Bumboo,6.07,"Adventure, Cars, Kids",TV,130,PG - Children,"NHK, Studio Jack",Nippon Animation,Manga,10 min. per ep.,10,PG-13,Adventure,NHK,Nippon Animation
Meme Iroiro Yume no Tabi,6.6,"Adventure, Kids, Sci-Fi",TV,127,PG - Children,TBS,Nippon Animation,Manga,25 min. per ep.,25,PG-13,Sci-Fi,TBS,Nippon Animation
Mister Ajikko,7.07,"Comedy, Shounen",TV,99,G - All Ages,TV Tokyo,Sunrise,Manga,24 min. per ep.,24,G,Comedy,TV Tokyo,Sunrise
Moero! Top Striker,6.7,"Action, Shounen, Sports",TV,49,G - All Ages,Fuji TV,Nippon Animation,Manga,24 min. per ep.,24,G,Action,Fuji TV,Nippon Animation
The☆Ultraman,6.37,"Action, Sci-Fi, Space, Super Power",TV,50,PG-13 - Teens 13 or older,Tsuburaya Productions,Production Reed,Manga,25 min. per ep.,25,PG-13,Action,Tsuburaya Productions,Production Reed
Biohazard: Degeneration,7.05,"Action, Horror, Sci-Fi",Movie,1,R - 17+ (violence & profanity),"Sony Pictures Entertainment, Capcom",Digital Frontier,Game,1 hr. 37 min.,97,R,Action,Sony Pictures Entertainment,Digital Frontier
Mad★Bull 34,6.32,"Action, Police",OVA,4,R+ - Mild Nudity,Pony Canyon,Magic Bus,Manga,45 min. per ep.,45,R+,Action,Pony Canyon,Magic Bus
Kamichu! Specials,7.49,"Slice of Life, Comedy, Supernatural, Drama",Special,4,PG - Children,Geneon Universal Entertainment,Brain's Base,Original,29 min. per ep.,29,PG-13,Comedy,Geneon Universal Entertainment,Brain's Base
To LOVE-Ru,7.07,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",TV,26,R+ - Mild Nudity,"Geneon Universal Entertainment, TBS, Shueisha",Xebec,Manga,24 min. per ep.,24,R+,Comedy,Shueisha,Xebec
Vampire Knight,7.03,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,PG-13 - Teens 13 or older,"TV Tokyo, Aniplex, Nihon Ad Systems",Studio Deen,Manga,24 min. per ep.,24,PG-13,Drama,Aniplex,Studio Deen
Minky Momo in Yume ni Kakeru Hashi,7.06,"Drama, Shoujo, Slice of Life",OVA,1,G - All Ages,"Starchild Records, Yomiuri Advertising",Asahi Production,Manga,38 min.,38,G,Drama,Starchild Records,Asahi Production
Kemeko Deluxe!,6.59,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen",TV,12,PG-13 - Teens 13 or older,"Geneon Universal Entertainment, YTV, KlockWorx, AC Create, Yomiuri Advertising",Hal Film Maker,Manga,24 min. per ep.,24,PG-13,Comedy,KlockWorx,Hal Film Maker
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,7.6,"Adventure, Psychological, Fantasy",Special,1,PG-13 - Teens 13 or older,Genco,A.C.G.T.,Novel,14 min.,14,PG-13,Fantasy,Genco,A.C.G.T.
Nogizaka Haruka no Himitsu,7.24,"Comedy, Romance",TV,12,PG-13 - Teens 13 or older,"Geneon Universal Entertainment, ASCII Media Works, Studio Mausu",Diomedéa,Novel,25 min. per ep.,25,PG-13,Comedy,Geneon Universal Entertainment,Diomedéa
Special A,7.56,"Comedy, Romance, School, Shoujo",TV,24,PG-13 - Teens 13 or older,Showgate,"Gonzo, AIC",Manga,24 min. per ep.,24,PG-13,Comedy,Showgate,AIC
Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,6.78,"Comedy, Drama, Romance, Seinen",Special,1,PG-13 - Teens 13 or older,Kitty Films,Studio Deen,Manga,27 min.,27,PG-13,Comedy,Kitty Films,Studio Deen
Yuusha Tokkyuu Might Gaine,6.91,"Action, Sci-Fi, Adventure, Mecha",TV,47,G - All Ages,Nagoya Broadcasting Network,Sunrise,Original,24 min. per ep.,24,G,Action,Nagoya Broadcasting Network,Sunrise
Genji Monogatari,6.47,"Drama, Historical, Romance",Movie,1,R+ - Mild Nudity,TV Asahi,Group TAC,Novel,1 hr. 46 min.,106,R+,Drama,TV Asahi,Group TAC
Ryuusei no Rockman Tribe,6.97,Adventure,TV,21,PG - Children,Half H.P Studio,Xebec,Game,10 min. per ep.,10,PG-13,Adventure,Half H.P Studio,Xebec
Wellber no Monogatari: Sisters of Wellber Zwei,6.85,"Adventure, Fantasy, Historical, Romance",TV,13,PG-13 - Teens 13 or older,"Production I.G, Avex Entertainment, Nagoya Broadcasting Network",Trans Arts,Original,20 min. per ep.,20,PG-13,Fantasy,Production I.G,Trans Arts
Kanokon,6.46,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV,12,R+ - Mild Nudity,"Media Factory, Movic, AT-X",Xebec,Novel,24 min. per ep.,24,R+,Comedy,Movic,Xebec
Yuusha Shirei Dagwon,6.87,"Action, Adventure, Martial Arts, Mecha, Super Power, School",TV,48,G - All Ages,Nagoya Broadcasting Network,Sunrise,Original,24 min. per ep.,24,G,Action,Nagoya Broadcasting Network,Sunrise
Riki-Oh: Toukatsu Jigoku,6.0,"Action, Martial Arts, Super Power, Seinen",OVA,1,R - 17+ (violence & profanity),Trans Arts,Magic Bus,Manga,48 min.,48,R,Action,Trans Arts,Magic Bus
Riki-Oh 2: Horobi no Ko,5.28,"Action, Martial Arts, Super Power, Seinen",OVA,1,R - 17+ (violence & profanity),Trans Arts,Magic Bus,Manga,45 min.,45,R,Action,Trans Arts,Magic Bus
Tenshi Nanka ja Nai,6.16,"Comedy, Drama, Shoujo",OVA,1,PG - Children,Shueisha,Group TAC,Manga,30 min.,30,PG-13,Comedy,Shueisha,Group TAC
Tanjou: Debut,5.13,"Slice of Life, Romance, Supernatural",OVA,2,G - All Ages,Sony Music Entertainment,Studio Pierrot,Game,30 min. per ep.,30,G,Romance,Sony Music Entertainment,Studio Pierrot
Noramimi,5.0,Comedy,TV,12,G - All Ages,TMS Music,TMS Entertainment,Manga,20 min. per ep.,20,G,Comedy,TMS Music,TMS Entertainment
Seijuuden: Twin Dolls,5.57,"Action, Demons, Hentai, Magic, Supernatural",OVA,2,Rx - Hentai,Daiei,Arms,Original,46 min. per ep.,46,R+,Action,Daiei,Arms
Cleavage,6.66,Hentai,OVA,2,Rx - Hentai,D3,Studio 9 MAiami,Novel,27 min. per ep.,27,R+,Hentai,D3,Studio 9 MAiami
Dorei Kaigo,6.16,Hentai,OVA,3,Rx - Hentai,"Silky’s, CherryLips",Arms,Novel,24 min. per ep.,24,R+,Hentai,Silky’s,Arms
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.76,"Slice of Life, Comedy, Police",TV,373,PG-13 - Teens 13 or older,"Asatsu DK, Fuji TV",Gallop,Manga,25 min. per ep.,25,PG-13,Comedy,Fuji TV,Gallop
Midori no Makibao,6.45,"Sports, Comedy",TV,61,G - All Ages,Fuji TV,Studio Pierrot,Manga,24 min. per ep.,24,G,Comedy,Fuji TV,Studio Pierrot
Stringendo: Angel-tachi no Private Lesson,7.42,Hentai,OVA,12,Rx - Hentai,Pink Pineapple,Flavors Soft,Manga,27 min. per ep.,27,R+,Hentai,Pink Pineapple,Flavors Soft
Dennou Boukenki Webdiver,6.89,"Adventure, Mecha, Sci-Fi, Shounen",TV,52,PG - Children,Radix,Nippon Animation,Original,24 min. per ep.,24,PG-13,Sci-Fi,Radix,Nippon Animation
Ganbarist! Shun,7.2,"Comedy, Shounen, Sports",TV,30,PG-13 - Teens 13 or older,Yomiuri Telecasting,Sunrise,Manga,26 min. per ep.,26,PG-13,Comedy,Yomiuri Telecasting,Sunrise
Injuu Seisen: Twin Angels,5.64,"Hentai, Horror",OVA,4,Rx - Hentai,Daiei,Arms,Original,24 min. per ep.,24,R+,Hentai,Daiei,Arms
Mach GoGoGo (1997),6.31,"Adventure, Cars",TV,34,PG - Children,"TV Tokyo, Yomiuri Advertising",Tatsunoko Production,Manga,25 min. per ep.,25,PG-13,Adventure,TV Tokyo,Tatsunoko Production
Macross F,7.92,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi",TV,25,PG-13 - Teens 13 or older,"Bandai Visual, Mainichi Broadcasting System, Big West",Satelight,Original,24 min. per ep.,24,PG-13,Action,Bandai Visual,Satelight
Switch,6.94,"Action, Mystery, Police",OVA,2,PG-13 - Teens 13 or older,Frontier Works,Actas,Manga,30 min. per ep.,30,PG-13,Action,Frontier Works,Actas
Sugai-kun to Kazoku Ishi The Movie,5.0,"Comedy, Parody",Movie,1,PG-13 - Teens 13 or older,Kaeruotoko Shokai,DLE,Manga,1 hr. 30 min.,90,PG-13,Comedy,Kaeruotoko Shokai,DLE
Kodai Ouja Kyouryuu King,6.14,"Adventure, Kids, Fantasy",TV,49,PG - Children,"Asatsu DK, Sega, 4Kids Entertainment, Happinet Pictures, Nagoya Broadcasting Network",Sunrise,Game,25 min. per ep.,25,PG-13,Fantasy,Asatsu DK,Sunrise
Kyouran Kazoku Nikki,7.28,"Comedy, Sci-Fi",TV,26,PG-13 - Teens 13 or older,Lantis,Nomad,Novel,24 min. per ep.,24,PG-13,Comedy,Lantis,Nomad
Getter Robo,6.79,"Action, Sci-Fi, Mecha, Shounen",TV,51,PG-13 - Teens 13 or older,Dynamic Planning,Toei Animation,Manga,25 min. per ep.,25,PG-13,Action,Dynamic Planning,Toei Animation
